"Ano","Dia","Hora","ALB","ART","BGM","BUF","ELM","HPN","JFK","LGA","MSS","MSV","PBG","POU","RME","ROC","SWF","SYR"
2016,83,6,8.95,2.25,7.85,8.35,6.75,2.25,9.45,10.65,0.65,7.05,1.15,4.45,10.65,6.75,4,7.25
2016,83,7,8.95,2.25,7.25,7.85,5.65,2.25,8.95,10.65,0.65,7.05,0.65,5.05,10.65,7.25,7,8.35
2016,83,8,8.95,1.75,8.35,5.65,6.75,1.75,8.95,11.15,0.65,6.05,0.65,7.85,11.15,4.45,7,8.95
2016,83,9,9.45,1.15,7.85,5.05,8.95,1.15,11.15,11.75,0.65,6.05,0.05,9.45,11.75,3.95,9,6.75
2016,83,10,11.15,1.15,10.05,4.45,11.15,1.15,13.95,13.95,1.15,4.05,0.65,10.65,13.95,2.85,9,6.15
2016,83,11,11.75,2.25,11.75,3.35,15.05,2.25,16.15,15.05,1.75,4.05,0.65,12.25,15.05,2.85,12,6.15
2016,83,12,11.75,2.85,12.25,3.35,13.35,2.85,17.85,16.15,1.75,4.05,-0.65,13.95,16.15,2.85,13,5.05
2016,83,13,12.25,3.35,11.15,3.35,11.15,3.35,19.45,17.85,1.15,5.05,0.65,15.65,17.85,2.85,15,5.05
2016,83,14,7.25,3.95,10.65,3.35,8.35,3.95,21.15,18.35,2.25,8.05,1.15,17.25,18.35,2.25,16,4.45
2016,83,15,7.85,3.35,9.45,2.85,7.85,3.35,21.75,20.05,2.85,11.05,1.75,18.95,20.05,1.75,18,4.45
2016,83,16,6.75,4.45,8.95,1.75,6.15,4.45,21.75,20.65,2.85,14.05,1.75,20.05,20.65,1.15,18,4.45
2016,83,17,5.05,4.45,6.75,1.75,5.65,4.45,21.75,21.75,2.85,16.05,2.25,20.65,21.75,1.15,19,3.95
2016,83,18,4.45,3.35,6.15,1.15,3.95,3.35,17.25,21.15,2.25,17.05,1.15,19.45,21.15,1.75,19,3.95
2016,83,19,3.95,2.85,5.65,1.15,3.35,2.85,14.45,21.15,1.75,17.05,0.65,13.95,21.15,1.15,18,3.95
2016,83,20,3.35,2.25,4.45,0.65,2.85,2.25,11.75,17.25,1.15,17.05,-0.65,11.75,17.25,1.75,10,3.35
2016,83,21,3.35,1.75,3.95,0.65,2.85,1.75,11.15,16.15,1.15,17.05,-1.15,9.45,16.15,1.15,8,2.85
2016,83,22,2.85,1.75,3.35,1.15,2.85,1.75,10.05,14.45,0.05,17.05,-1.75,7.25,14.45,1.15,7,2.25
2016,83,23,3.35,1.15,2.85,1.15,2.85,1.15,10.05,12.25,0.05,14.05,-1.15,6.75,12.25,0.65,6,2.25
2016,83,24,2.25,1.15,2.85,0.65,2.85,1.15,10.65,12.25,-1.15,12.05,0.05,5.65,12.25,0.65,5,1.75
2016,84,1,1.15,0.65,2.85,0.65,2.85,0.65,11.15,11.75,-1.15,11.05,-0.65,5.05,11.75,0.65,4,1.15
2016,84,2,1.15,0.05,2.25,0.65,2.25,0.05,9.45,8.35,-1.15,8.05,0.05,4.45,8.35,0.65,3,1.15
2016,84,3,1.15,-1.15,1.75,0.65,2.25,-1.15,8.95,7.85,-1.15,6.05,-0.65,3.95,7.85,0.65,3,1.75
2016,84,4,1.15,-2.25,2.25,0.05,2.25,-2.25,7.85,7.25,-1.15,3.05,-1.15,3.95,7.25,1.15,2,1.75
2016,84,5,1.15,-2.85,2.85,0.65,2.85,-2.85,7.25,7.25,-1.75,3.05,-1.75,3.35,7.25,1.15,2,1.75
2016,84,6,0.65,-2.85,2.85,0.65,2.25,-2.85,7.25,6.75,-2.25,2.05,-2.25,2.25,6.75,0.65,2,1.15
2016,84,7,0.65,-2.85,2.25,0.65,2.25,-2.85,7.25,7.25,-2.85,2.05,-3.95,2.25,7.25,0.65,2,1.15
2016,84,8,1.15,-2.85,3.35,0.65,2.85,-2.85,7.85,7.25,-4.45,2.05,-4.45,2.85,7.25,0.05,2,1.15
2016,84,9,1.15,-2.25,4.45,1.15,3.95,-2.25,8.95,8.35,-5.05,2.05,-5.05,4.45,8.35,0.65,4,1.75
2016,84,10,3.35,-1.15,6.75,1.75,6.15,-1.15,10.65,8.95,-6.15,2.05,-5.05,7.85,8.95,0.65,8,2.25
2016,84,11,5.65,-0.65,9.45,2.25,10.05,-0.65,11.15,8.95,-5.9,2.05,-4.45,10.05,8.95,1.15,9,2.85
2016,84,12,7.85,-0.65,12.25,2.85,13.95,-0.65,12.85,10.05,-5.65,2.05,-3.95,12.85,10.05,1.75,10,4.45
2016,84,13,8.95,-1.15,14.45,3.95,18.95,-1.15,12.25,10.05,-5.05,2.05,-3.35,13.95,10.05,2.85,12,5.65
2016,84,14,12.85,-1.15,16.75,6.15,21.75,-1.15,11.75,11.15,-5.05,4.05,-2.85,15.65,11.15,5.65,13,6.75
2016,84,15,14.45,-1.15,18.35,8.35,22.86,-1.15,10.65,10.65,-4.45,6.05,-2.25,16.15,10.65,6.15,13,10.65
2016,84,16,14.45,-1.15,17.85,8.35,22.25,-1.15,9.45,10.65,-3.95,8.05,-1.15,14.45,10.65,4.45,12,13.35
2016,84,17,15.05,-1.15,18.35,7.85,21.75,-1.15,8.35,9.45,-3.35,10.05,0.05,13.35,9.45,3.95,10.5,13.95
2016,84,18,15.05,-1.15,17.25,7.25,21.15,-1.15,7.85,9.45,-3.35,11.05,0.65,11.15,9.45,3.35,9,14.45
2016,84,19,12.25,-1.75,15.65,4.45,20.05,-1.75,7.25,8.95,-2.85,12.05,0.05,9.45,8.95,2.25,9,17.85
2016,84,20,9.45,-2.25,13.95,3.35,18.35,-2.25,7.25,7.85,-3.35,14.05,-1.15,8.95,7.85,1.75,7,17.85
2016,84,21,7.25,-1.75,12.85,2.25,17.85,-1.75,7.85,8.35,-3.35,14.05,-2.25,7.85,8.35,1.75,6.75,17.25
2016,84,22,6.75,-1.15,11.15,1.75,16.15,-1.15,8.35,7.25,-2.85,12.05,-2.25,7.85,7.25,1.75,6.5,16.15
2016,84,23,6.75,-0.65,10.65,1.75,16.15,-0.65,8.35,6.75,-1.75,10.05,3.35,7.25,6.75,1.75,6.25,15.65
2016,84,24,6.75,-0.65,10.65,2.25,16.15,-0.65,8.35,7.25,-1.15,8.05,3.95,7.85,7.25,1.15,6,14.45
2016,85,1,7.25,0.05,10.65,5.05,15.65,0.05,8.35,7.25,-0.65,6.05,3.95,8.35,7.25,1.75,6,14.45
2016,85,2,7.85,-0.65,10.65,6.75,15.05,-0.65,10.05,7.85,0.05,5.05,3.95,8.95,7.85,2.85,7,14.45
2016,85,3,7.85,0.05,11.75,10.65,13.95,0.05,10.05,7.85,-0.65,5.05,3.95,9.45,7.85,3.95,7.5,12.25
2016,85,4,7.85,0.65,10.65,7.85,12.25,0.65,10.05,8.35,0.05,5.05,3.95,10.05,8.35,5.05,8,8.35
2016,85,5,7.85,0.65,10.05,6.15,11.75,0.65,10.05,10.65,0.05,5.05,3.35,8.95,10.65,11.15,8,11.15
2016,85,6,7.85,1.15,10.65,5.05,11.75,1.15,10.65,10.65,0.65,6.05,3.95,8.95,10.65,10.05,8,12.25
2016,85,7,8.35,9.46,11.15,3.35,11.75,9.46,10.65,11.75,0.65,5.05,3.95,8.95,11.75,8.35,9,12.25
2016,85,8,9.45,8.35,11.15,2.25,12.25,8.35,10.65,12.25,0.65,6.05,4.45,9.45,12.25,6.75,9,10.05
2016,85,9,10.05,5.65,11.75,1.75,14.45,5.65,11.75,13.35,0.65,6.05,5.65,10.65,13.35,5.05,10,9.45
2016,85,10,11.75,3.35,12.85,1.15,13.95,3.35,11.75,15.05,1.15,6.05,6.15,11.75,15.05,4.45,10,7.85
2016,85,11,12.25,3.35,15.05,0.65,10.05,3.35,12.25,16.15,1.75,6.05,6.15,14.45,16.15,3.35,13,6.15
2016,85,12,14.45,3.35,7.85,0.05,11.15,3.35,12.85,17.25,1.75,7.05,6.15,15.05,17.25,2.25,12,7.85
2016,85,13,12.25,3.35,9.45,0.05,9.45,3.35,13.35,17.25,1.15,8.05,7.25,17.25,17.25,1.75,17,5.05
2016,85,14,10.65,2.85,8.95,0.05,8.95,2.85,13.95,18.95,0.65,9.05,10.05,21.15,18.95,1.15,18.5,2.85
2016,85,15,10.65,1.75,7.25,0.65,8.35,1.75,13.35,22.25,0.05,12.05,8.35,21.75,22.25,1.15,20,1.75
2016,85,16,10.65,0.65,5.05,0.65,7.85,0.65,15.05,22.85,0.05,13.05,8.35,22.25,22.85,0.65,20,1.15
2016,85,17,9.45,0.65,5.65,1.15,6.15,0.65,13.95,20.65,-0.65,17.05,6.15,17.25,20.65,1.15,20,1.15
2016,85,18,7.25,0.65,2.25,1.15,4.45,0.65,14.45,21.75,-0.65,17.05,4.45,16.15,21.75,1.15,17,0.65
2016,85,19,5.05,1.15,1.15,1.15,2.85,1.15,14.45,20.05,-0.65,18.05,2.25,13.95,20.05,0.65,15,0.05
2016,85,20,3.95,0.65,0.05,1.15,2.25,0.65,19.45,16.75,-0.65,15.05,1.15,11.15,16.75,0.65,12,0.05
2016,85,21,3.35,0.05,-1.15,0.65,1.75,0.05,16.15,15.05,-0.65,14.05,0.65,7.25,15.05,0.05,9,0.05
2016,85,22,2.25,-2.25,-1.75,0.65,1.75,-2.25,14.45,13.35,-0.65,11.05,0.05,5.65,13.35,0.05,6.5,0.05
2016,85,23,2.25,-2.85,-1.75,0.65,1.15,-2.85,12.85,11.75,-2.25,10.05,-0.65,4.45,11.75,0.05,4,-0.65
2016,85,24,2.25,-4.45,-1.75,0.65,1.15,-4.45,10.05,8.95,-4.45,8.05,-0.65,3.95,8.95,-0.65,4,-0.65
2016,86,1,2.25,-5.05,-2.25,0.05,1.15,-5.05,7.85,7.25,-5.65,6.05,-0.65,3.95,7.25,-1.75,3,-0.65
2016,86,2,2.25,-5.65,-2.85,-0.65,0.65,-5.65,6.15,5.65,-6.75,4.05,-0.65,2.85,5.65,-2.85,3,-0.65
2016,86,3,2.25,-6.75,-2.85,0.05,0.05,-6.75,5.05,5.05,-6.15,2.05,-1.15,2.25,5.05,-3.35,3,-0.65
2016,86,4,2.25,-6.75,-2.85,-0.65,0.05,-6.75,3.95,4.45,-4.45,1.05,-1.15,2.25,4.45,-3.95,1,-1.15
2016,86,5,1.75,-6.75,-2.85,-1.15,-0.65,-6.75,3.95,4.45,-4.45,-1.05,-1.15,2.85,4.45,-3.95,1,-1.15
2016,86,6,1.75,-6.75,-2.85,-1.75,-0.65,-6.75,3.35,3.95,-5.65,-1.05,-1.15,3.35,3.95,-3.95,1,-1.75
2016,86,7,1.15,-6.75,-2.85,-1.75,-0.65,-6.75,3.35,3.95,-6.15,-1.05,-1.15,3.35,3.95,-3.35,2,-2.25
2016,86,8,1.15,-4.45,-2.85,-1.15,-0.65,-4.45,3.95,4.45,-5.65,-1.05,-1.75,3.35,4.45,-3.35,2,-1.75
2016,86,9,1.75,-0.65,-1.15,0.05,0.05,-0.65,5.65,5.65,-1.15,-1.05,-1.15,3.95,5.65,0.65,3,-0.65
2016,86,10,1.75,1.15,0.65,1.75,1.75,1.15,7.85,7.25,0.65,-1.05,-1.15,3.95,7.25,0.65,3,1.15
2016,86,11,2.25,2.25,1.75,2.85,3.35,2.25,8.35,7.85,1.75,-2.05,-0.65,6.15,7.85,2.85,6,2.85
2016,86,12,3.95,3.95,3.35,4.45,5.05,3.95,10.05,8.35,2.25,-2.05,0.05,7.25,8.35,4.45,7,4.45
2016,86,13,5.05,5.05,5.65,6.15,7.85,5.05,10.05,9.45,3.35,-1.05,1.15,8.35,9.45,5.65,7,5.05
2016,86,14,6.75,6.15,7.25,7.25,8.35,6.15,10.65,10.05,3.95,1.05,2.25,8.95,10.05,6.75,8,6.75
2016,86,15,8.35,7.85,8.95,8.35,10.05,7.85,10.65,10.05,4.45,2.05,3.95,11.15,10.05,6.15,10,7.85
2016,86,16,9.45,8.35,10.05,8.95,12.25,8.35,8.95,10.65,5.05,5.05,3.95,12.25,10.65,6.15,10,8.35
2016,86,17,10.05,8.95,10.05,9.45,12.85,8.95,8.35,9.45,5.65,7.05,4.45,12.85,9.45,5.05,12,9.45
2016,86,18,10.65,8.95,10.65,10.05,12.85,8.95,7.25,8.95,5.05,8.05,3.95,12.85,8.95,4.45,12,9.45
2016,86,19,9.45,7.85,10.05,6.75,11.75,7.85,6.75,7.85,3.35,10.05,3.35,11.75,7.85,3.35,11,7.85
2016,86,20,8.35,2.25,8.95,5.05,5.05,2.25,6.75,7.25,1.15,11.05,0.65,10.05,7.25,2.85,9,7.25
2016,86,21,6.75,0.05,8.95,3.95,4.45,0.05,6.15,6.75,0.65,11.05,-1.15,8.95,6.75,2.25,7,3.95
2016,86,22,5.05,-0.65,8.35,2.85,1.75,-0.65,6.15,6.75,-1.15,11.05,-1.75,7.85,6.75,1.75,6,4.45
2016,86,23,3.35,-1.15,5.05,1.75,1.75,-1.15,5.65,6.75,-1.75,9.05,-2.25,6.75,6.75,1.75,5,1.75
2016,86,24,6.75,-1.75,5.05,1.15,0.05,-1.75,5.05,6.75,-1.15,8.05,-2.85,5.65,6.75,1.75,5,1.15
2016,87,1,6.15,-0.65,4.45,0.05,-0.65,-0.65,5.05,6.15,-2.85,6.05,-3.95,5.05,6.15,1.15,4,0.05
2016,87,2,5.05,-2.25,4.45,0.05,-1.75,-2.25,4.45,6.15,-1.75,5.05,-3.95,5.65,6.15,-1.15,5,0.05
2016,87,3,4.45,-2.25,3.35,0.05,-2.85,-2.25,5.05,6.15,-3.95,3.05,-4.45,6.15,6.15,-1.15,5,0.05
2016,87,4,4.45,-3.95,2.85,0.05,-2.85,-3.95,5.65,6.15,-3.95,2.05,-4.45,6.15,6.15,-1.15,5,-0.65
2016,87,5,4.45,-3.95,1.75,0.05,-2.25,-3.95,6.15,6.15,-4.45,1.05,-4.45,6.15,6.15,-1.15,5,0.05
2016,87,6,5.05,-3.95,1.15,-1.15,-3.35,-3.95,6.15,6.15,-3.95,1.05,-5.05,6.15,6.15,-1.15,4,-0.65
2016,87,7,5.05,-3.35,0.65,1.15,-2.85,-3.35,6.15,6.15,-4.45,2.05,-3.95,5.65,6.15,-2.25,4,-1.15
2016,87,8,5.05,-1.15,1.15,2.25,-1.75,-1.15,6.15,6.15,-1.75,1.05,-2.85,6.15,6.15,-0.65,4,1.15
2016,87,9,5.65,2.85,2.85,5.05,3.35,2.85,6.75,6.75,0.05,2.05,2.25,6.15,6.75,3.35,4,5.05
2016,87,10,6.15,8.95,5.05,8.95,7.85,8.95,7.85,7.25,2.85,2.05,5.65,6.15,7.25,8.35,5,8.95
2016,87,11,7.25,12.25,6.15,11.15,11.15,12.25,8.95,8.95,6.75,2.05,6.75,7.25,8.95,11.75,6,12.25
2016,87,12,8.95,13.35,6.15,13.95,12.85,13.35,8.95,9.45,10.05,2.05,7.85,7.85,9.45,13.35,7,13.35
2016,87,13,9.45,15.05,6.75,16.15,12.85,15.05,9.45,10.05,11.75,3.05,9.45,10.05,10.05,16.15,8,16.15
2016,87,14,10.65,16.75,8.35,17.85,12.25,16.75,9.45,11.15,13.35,3.05,11.75,11.15,11.15,18.95,9,17.25
2016,87,15,11.15,16.75,11.15,20.05,13.95,16.75,8.95,11.75,13.35,4.05,12.25,11.75,11.75,20.05,12,17.85
2016,87,16,13.35,17.25,11.75,21.15,15.65,17.25,8.35,10.05,13.35,5.05,12.85,13.35,10.05,21.15,12,16.75
2016,87,17,14.45,18.35,11.75,17.25,14.45,18.35,7.25,9.45,13.35,6.05,13.35,13.95,9.45,21.15,12,16.75
2016,87,18,14.45,18.35,11.15,16.75,13.35,18.35,7.25,8.95,12.85,6.05,13.95,13.95,8.95,18.95,12,16.75
2016,87,19,12.85,15.65,10.05,15.05,12.25,15.65,6.75,7.85,10.05,8.05,12.25,12.85,7.85,17.25,10,14.45
2016,87,20,11.75,14.45,10.05,13.95,11.75,14.45,6.75,7.25,7.85,9.05,11.15,10.65,7.25,15.05,9,13.35
2016,87,21,11.15,13.35,9.45,13.35,11.75,13.35,6.75,7.85,6.15,11.05,8.95,9.45,7.85,12.25,8,11.75
2016,87,22,10.65,12.85,8.95,14.45,11.15,12.85,6.75,7.25,3.95,10.05,7.85,8.95,7.25,11.75,8,11.75
2016,87,23,10.05,11.15,8.95,13.35,11.15,11.15,6.75,7.25,1.75,11.05,8.35,8.35,7.25,11.15,7,11.75
2016,87,24,8.95,11.15,8.95,12.85,11.15,11.15,6.75,7.25,1.15,9.05,7.25,7.85,7.25,12.25,7,11.15
2016,88,1,8.35,12.85,8.35,12.85,11.15,12.85,7.25,7.25,0.65,8.05,7.85,7.25,7.25,12.85,6.5,12.25
2016,88,2,8.35,13.35,8.35,13.35,11.15,13.35,7.25,7.25,0.05,8.05,6.75,6.75,7.25,13.35,6,11.75
2016,88,3,8.35,13.95,7.85,13.35,10.65,13.95,7.25,6.75,0.65,8.05,7.25,6.75,6.75,13.35,6,11.75
2016,88,4,7.25,13.35,7.25,13.35,11.15,13.35,6.75,6.15,1.75,7.05,7.25,6.15,6.15,13.35,5,11.75
2016,88,5,6.15,13.35,6.15,13.35,11.15,13.35,6.15,6.15,1.75,6.05,6.75,5.65,6.15,12.85,4,11.75
2016,88,6,6.15,13.35,5.05,10.65,10.65,13.35,6.75,6.15,3.35,6.05,6.15,5.65,6.15,13.35,4,11.15
2016,88,7,5.65,13.35,5.65,11.15,10.05,13.35,7.25,6.15,3.95,4.05,6.75,5.65,6.15,11.75,4,11.15
2016,88,8,5.05,12.25,5.05,11.75,8.95,12.25,7.25,6.75,5.05,3.05,7.25,5.65,6.75,11.75,4,10.05
2016,88,9,5.05,10.65,5.05,7.25,9.45,10.65,8.35,7.25,5.05,2.05,7.85,5.65,7.25,11.75,4,8.95
2016,88,10,5.05,10.65,5.65,5.65,9.45,10.65,9.45,7.25,5.05,2.05,6.75,6.15,7.25,10.05,4,10.05
2016,88,11,5.65,11.75,6.75,6.15,10.65,11.75,9.45,7.25,6.15,2.05,5.65,6.75,7.25,8.95,6,10.05
2016,88,12,6.15,10.65,7.85,5.05,11.15,10.65,10.65,7.85,8.95,2.05,5.05,8.35,7.85,10.05,6.5,11.15
2016,88,13,7.25,9.45,10.05,3.95,14.45,9.45,11.75,8.95,10.65,2.05,5.65,8.95,8.95,11.15,7,12.25
2016,88,14,7.25,8.35,11.15,2.85,12.25,8.35,8.95,7.85,10.65,3.05,5.05,8.95,7.85,8.35,7,9.45
2016,88,15,8.35,7.25,11.15,3.95,11.75,7.25,10.05,8.95,10.65,3.05,7.25,9.45,8.95,7.85,8,10.65
2016,88,16,9.45,6.15,8.95,3.35,8.95,6.15,13.35,13.35,9.45,4.05,6.15,11.15,13.35,5.05,10,11.15
2016,88,17,10.05,5.05,5.65,4.45,6.75,5.05,16.75,16.75,7.85,6.05,6.15,13.35,16.75,4.45,12,7.85
2016,88,18,10.05,4.45,3.95,5.05,6.15,4.45,17.25,16.75,8.95,7.05,6.15,16.15,16.75,3.35,14,4.45
2016,88,19,9.45,4.45,2.25,5.05,5.65,4.45,15.05,15.05,8.95,8.05,5.65,14.45,15.05,4.45,12,3.95
2016,88,20,7.85,3.95,2.25,4.45,5.65,3.95,13.95,14.45,6.75,10.05,5.05,11.15,14.45,5.05,10,2.85
2016,88,21,7.25,2.85,1.75,4.45,5.05,2.85,13.95,13.35,4.45,11.05,7.25,9.45,13.35,4.45,8,2.25
2016,88,22,6.75,2.85,2.25,4.45,4.45,2.85,12.25,11.75,3.35,11.05,6.15,9.45,11.75,4.45,8,2.85
2016,88,23,5.65,2.25,1.75,4.45,3.95,2.25,11.75,11.75,2.85,7.05,6.15,8.95,11.75,4.45,8,3.35
2016,88,24,5.05,2.85,1.15,4.45,3.95,2.85,10.65,10.05,2.85,5.05,3.35,8.35,10.05,4.45,7.333333,3.35
2016,89,1,5.05,2.25,0.65,3.35,3.95,2.25,10.05,9.45,2.25,4.05,3.35,8.35,9.45,4.45,6.666667,3.35
2016,89,2,5.05,1.75,0.65,2.85,3.95,1.75,9.45,8.95,2.25,4.05,3.35,7.85,8.95,3.35,6,2.85
2016,89,3,5.05,1.75,0.05,2.25,3.95,1.75,8.95,8.95,1.15,3.05,3.35,7.85,8.95,2.85,6,2.25
2016,89,4,4.45,1.15,0.05,1.75,2.85,1.15,8.35,7.85,1.15,3.05,2.25,7.85,7.85,2.25,5.5,1.75
2016,89,5,3.95,0.05,-0.65,1.15,2.25,0.05,8.35,7.85,1.15,3.05,1.75,7.25,7.85,1.15,5,0.65
2016,89,6,3.35,-1.15,-0.65,0.65,2.25,-1.15,7.85,7.85,0.65,2.05,1.15,7.25,7.85,0.65,5,0.65
2016,89,7,2.85,-1.75,-1.75,0.65,1.75,-1.75,7.25,7.25,-0.65,2.05,0.65,6.15,7.25,0.05,5,0.05
2016,89,8,2.85,-1.15,-1.75,0.65,1.75,-1.15,7.85,7.25,-1.15,2.05,0.65,6.75,7.25,0.65,4,0.05
2016,89,9,3.35,-0.65,-1.75,0.65,2.25,-0.65,8.35,7.85,-0.65,2.05,0.65,7.25,7.85,1.15,5,0.05
2016,89,10,2.85,0.65,-0.65,1.15,2.85,0.65,8.95,8.35,-0.65,1.05,0.05,8.35,8.35,1.75,6,0.05
2016,89,11,3.35,1.75,0.65,2.25,4.45,1.75,10.05,9.45,1.15,1.05,1.15,9.45,9.45,1.75,7,1.75
2016,89,12,5.05,2.85,1.15,3.35,5.05,2.85,11.15,10.05,2.25,0.05,3.35,9.45,10.05,2.85,8,3.35
2016,89,13,5.65,3.95,1.75,3.35,6.15,3.95,11.15,10.05,3.35,1.05,4.45,10.05,10.05,3.35,8,3.35
2016,89,14,6.75,5.05,3.35,4.45,6.75,5.05,12.25,10.65,3.95,2.05,5.65,10.65,10.65,4.45,9,3.95
2016,89,15,6.75,5.65,3.35,5.05,7.85,5.65,12.25,11.15,5.05,2.05,5.65,11.15,11.15,5.05,9,5.05
2016,89,16,7.85,6.75,3.35,6.15,7.25,6.75,12.25,11.15,5.05,3.05,5.65,11.15,11.15,5.65,10,4.45
2016,89,17,7.25,6.15,3.35,6.15,7.25,6.15,11.75,11.15,5.65,4.05,5.65,11.15,11.15,5.65,9,5.05
2016,89,18,7.25,4.45,2.85,4.45,6.75,4.45,11.75,10.65,5.65,5.05,5.05,10.05,10.65,5.65,9,4.45
2016,89,19,6.15,3.35,1.75,3.95,5.65,3.35,10.05,10.05,4.45,6.05,3.95,8.35,10.05,5.05,7,3.35
2016,89,20,4.45,1.15,0.05,2.25,3.35,1.15,9.45,9.45,2.85,6.05,2.85,7.25,9.45,3.95,5,2.25
2016,89,21,3.35,0.05,-0.65,2.25,0.65,0.05,8.35,8.35,2.85,6.05,2.85,6.15,8.35,2.85,5,1.15
2016,89,22,2.85,0.05,-1.15,1.75,-1.15,0.05,7.25,7.25,1.75,5.05,2.25,5.05,7.25,0.65,5,0.05
2016,89,23,2.85,-1.75,-1.15,1.75,-3.95,-1.75,6.15,6.75,-1.75,4.05,0.05,4.45,6.75,1.15,5,0.05
2016,89,24,2.25,-1.75,-1.75,1.15,-2.85,-1.75,5.65,6.15,-2.85,3.05,-1.75,3.35,6.15,-0.65,1,-1.15
2016,90,1,1.15,-2.25,-2.25,0.05,-5.65,-2.25,4.45,5.65,-3.95,2.05,-1.75,0.05,5.65,-1.15,1,-1.15
2016,90,2,0.05,-1.75,-2.25,-0.65,-3.95,-1.75,3.95,5.05,-3.35,0.05,-1.15,-1.15,5.05,-1.15,-1,-1.15
2016,90,3,-1.15,-1.75,-2.25,-1.15,-4.45,-1.75,3.95,5.05,-2.25,-1.05,-2.25,-2.25,5.05,-1.75,-2,-0.65
2016,90,4,-1.15,-2.25,-3.95,-1.15,-3.95,-2.25,3.35,4.45,-2.85,-1.05,-2.25,-3.35,4.45,-0.65,-1,-1.75
2016,90,5,-1.15,-1.75,-3.35,-1.15,-6.15,-1.75,3.35,4.45,-2.85,-2.05,-3.95,-2.85,4.45,-1.75,-2,-1.75
2016,90,6,-0.65,-1.75,-3.35,-1.15,-7.25,-1.75,2.25,4.45,-3.95,-2.05,-1.75,-3.95,4.45,-0.65,-2,-1.15
2016,90,7,-1.75,-1.15,-3.35,-1.15,-7.25,-1.15,2.85,3.95,-3.35,-3.05,-3.35,-3.95,3.95,-1.15,-2,-2.25
2016,90,8,0.05,0.05,-1.15,0.05,-5.05,0.05,5.05,5.05,0.05,-3.05,0.65,-1.15,5.05,0.05,-1,-0.65
2016,90,9,2.85,2.25,0.65,1.75,-1.75,2.25,6.15,6.15,2.25,-3.05,1.75,3.35,6.15,2.85,2,2.85
2016,90,10,5.05,5.05,2.85,6.15,2.25,5.05,7.25,7.85,4.45,-4.05,3.35,6.15,7.85,5.65,5,5.65
2016,90,11,7.25,6.75,5.65,8.95,7.85,6.75,7.85,9.45,6.75,-5.05,5.05,8.95,9.45,8.35,7,8.35
2016,90,12,8.95,8.35,8.35,10.65,12.25,8.35,8.35,10.05,8.35,-5.05,6.15,10.65,10.05,11.15,10,10.65
2016,90,13,10.65,11.15,11.15,12.85,13.95,11.15,8.35,10.65,9.45,-2.05,8.35,12.85,10.65,12.85,12,12.85
2016,90,14,12.25,12.25,12.25,13.35,15.05,12.25,8.95,11.15,10.65,1.05,8.95,13.95,11.15,15.65,13,14.45
2016,90,15,13.95,13.95,13.95,13.35,15.65,13.95,8.95,10.65,11.75,4.05,10.65,15.05,10.65,17.25,14,16.15
2016,90,16,15.05,14.45,14.45,13.95,16.15,14.45,8.95,10.05,12.85,7.05,12.25,15.65,10.05,17.85,14,16.15
2016,90,17,15.65,15.05,13.35,14.45,15.05,15.05,8.95,9.45,12.85,9.05,11.15,15.05,9.45,17.85,15,16.75
2016,90,18,15.65,15.65,12.25,13.35,14.45,15.65,8.35,9.45,12.85,11.05,11.75,13.95,9.45,18.95,14,16.15
2016,90,19,14.45,15.05,11.15,12.85,13.95,15.05,7.85,8.95,10.05,13.05,11.75,11.75,8.95,12.25,10.01,15.05
2016,90,20,13.35,12.85,10.05,12.25,12.85,12.85,7.25,8.95,9.45,14.05,12.25,10.05,8.95,11.15,9.01,13.35
2016,90,21,11.75,12.85,9.45,11.75,11.75,12.85,7.85,9.45,8.35,14.05,12.25,8.95,9.45,10.65,8,12.85
2016,90,22,10.05,13.35,8.95,12.25,11.75,13.35,7.85,9.45,7.85,13.05,12.25,8.95,9.45,10.65,8,12.85
2016,90,23,8.95,13.35,8.35,15.05,11.15,13.35,7.85,8.95,7.25,12.01,8.35,8.95,8.95,13.35,9,12.85
2016,90,24,8.95,13.35,8.35,16.75,11.15,13.35,7.85,9.45,6.75,11.01,8.95,9.45,9.45,14.45,9,12.85
2016,91,1,9.45,13.35,8.95,16.15,11.75,13.35,7.85,9.45,8.95,9.05,10.05,8.95,9.45,15.05,8,12.85
2016,91,2,10.05,13.35,8.35,16.75,11.15,13.35,8.35,9.45,10.05,8.05,10.05,8.35,9.45,14.45,8,13.35
2016,91,3,10.05,13.35,8.35,16.75,11.15,13.35,8.35,9.45,7.25,8.05,6.15,8.35,9.45,15.65,8,13.35
2016,91,4,10.05,13.95,8.35,12.85,10.05,13.95,8.35,10.05,7.25,7.05,8.35,8.35,10.05,15.65,8,13.95
2016,91,5,10.05,13.35,8.35,13.35,11.15,13.35,8.35,10.05,7.85,7.05,8.35,10.65,10.05,15.65,8,13.35
2016,91,6,10.05,12.25,8.95,12.85,8.35,12.25,8.95,10.05,7.25,7.05,8.35,10.65,10.05,15.65,8,12.85
2016,91,7,10.05,10.05,8.95,12.25,11.75,10.05,9.45,11.15,8.35,7.05,6.75,6.15,11.15,15.05,9,12.85
2016,91,8,10.05,9.45,8.95,10.65,12.25,9.45,10.65,12.25,9.45,7.05,8.35,12.25,12.25,13.95,10,12.85
