"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AA2","AA3","AT1","AT2","AT3","AT4","AT5","AU1","AU2","AU3","AW1","AW2","AW3","AW4","AX1","AX2","AX3","GA1","GA2","GA3","GD1","GD2","GD3","GE1","GF1","KA1","KA2","MA1","MD1","MG1","MV1","MW1","OC1","OD1","OE1","OE2","OE3","REM","EQD"
"72514554746","2019-01-07T04:59:00","6","41.70139","-74.795","427.6","MONTICELLO SULLIVAN, NY US","SOD  ","KMSV ","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9","24,0003,9,5",,,"AU,16,RA  ,5","AU,18,SN  ,5","AU,13,BR  ,5","AU,19,UP  ,5","AW,01,FG  ,1",,,,,,,,"01,6,24,6","02,6,24,6",,,,,,,,,,"240,M,+0039,5","240,N,-0066,5",,,"09626,4,10075,4",,,,,"1,24,01922,310,1830,5","2,24,01341,320,1830,5","3,24,00693,999,9999,5","SOD74924 HR PRECIPITATION (IN): 0.01 WEATHER(CODE):1,2  24 HR MAX TEMP (F):39 24 HR MAX TEMP TIME (LST):1053 24 HR MIN TEMP (F):20 24 HR MIN TEMP TIME (LST):2359 AVERAGE STATION PRESSURE(D):28.425 MINIMUM SEA LEVEL PRESSURE:29.75 TIME OF OCCURRENCE:0101 PEAK WIND SPEED (MPH):43  PEAK WIND DIR (DEG):310 PEAK WIND TIME (LST):1830  FASTEST 2MIN SPEED (MPH):30 FASTEST 2MIN DIR (DEG):320 FASTEST 2MIN TIME (LST):1830 AVERAGE WIND SPEED (MPH):15.5 24 HR AVG TEMP (F):30 HEATING DEGREE DAYS: 35 COOLING DEGREE DAYS:  0 LATEST DAY MAX TEMP (0700-1900 LST): 39 LATEST NIGHT MIN TEMP(1900-0800 LST):30 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):0.00 0.00 0.00 0.00 0.00 0.00T    T    T    T    T    T     0.01T    T    T    T    T    T    T    T    T    T    T","R01   1,27AXW090R02   1,27AXW090"
"72514554746","2019-01-07T05:56:00","7","41.70139","-74.795","427.6","MONTICELLO SULLIVAN, NY US","FM-15","KMSV ","V020","310,5,N,0041,5","22000,5,9,N","016093,5,N,5","-0072,5","-0133,5","10277,5","01,0000,9,5","06,0000,2,1",,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","060,M,-0028,1","060,N,-0072,1","10257,5,09748,5","1,9,023,9,+999,9",,,,"0093,5",,,,,"MET12601/07/19 00:56:02 METAR KMSV 070556Z 31008G18KT 10SM CLR M07/M13 A3029 RMK AO2 SLP277 60000 T10721133 11028 21072 51023 FZRANO",
"72514554746","2019-01-07T06:56:00","7","41.70139","-74.795","427.6","MONTICELLO SULLIVAN, NY US","FM-15","KMSV ","V020","310,5,N,0046,5","22000,5,9,N","016093,5,N,5","-0083,5","-0133,5","10289,5","01,0000,9,5",,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10268,5,09758,5",,,,,"0082,5",,,,,"MET10201/07/19 01:56:02 METAR KMSV 070656Z 31009G16KT 10SM CLR M08/M13 A3032 RMK AO2 SLP289 T10831133 FZRANO",
"72514554746","2019-01-07T07:56:00","7","41.70139","-74.795","427.6","MONTICELLO SULLIVAN, NY US","FM-15","KMSV ","V020","310,5,N,0026,5","22000,5,9,N","016093,5,N,5","-0089,5","-0133,5","10297,5","01,0000,9,5",,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10278,5,09768,5",,,,,,,,,,"MET09901/07/19 02:56:02 METAR KMSV 070756Z 31005KT 10SM CLR M09/M13 A3035 RMK AO2 SLP297 T10891133 FZRANO",
"72514554746","2019-01-07T08:56:00","7","41.70139","-74.795","427.6","MONTICELLO SULLIVAN, NY US","FM-15","KMSV ","V020","330,5,N,0031,5","22000,5,9,N","016093,5,N,5","-0100,5","-0133,5","10300,5","01,0000,9,5",,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10278,5,09768,5","1,9,020,9,+999,9",,,,,,,,,"MET10501/07/19 03:56:02 METAR KMSV 070856Z 33006KT 10SM CLR M10/M13 A3035 RMK AO2 SLP300 T11001133 51020 FZRANO",
"72514554746","2019-01-07T09:56:00","7","41.70139","-74.795","427.6","MONTICELLO SULLIVAN, NY US","FM-15","KMSV ","V020","310,5,N,0026,5","22000,5,9,N","016093,5,N,5","-0100,5","-0144,5","10303,5","01,0000,9,5",,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10281,5,09771,5",,,,,,,,,,"MET09901/07/19 04:56:02 METAR KMSV 070956Z 31005KT 10SM CLR M10/M14 A3036 RMK AO2 SLP303 T11001144 FZRANO",
"72514554746","2019-01-07T10:56:00","7","41.70139","-74.795","427.6","MONTICELLO SULLIVAN, NY US","FM-15","KMSV ","V020","320,5,N,0046,5","22000,5,9,N","016093,5,N,5","-0106,5","-0144,5","10310,5","01,0000,9,5",,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10288,5,09778,5",,,,,,,,,,"MET09901/07/19 05:56:02 METAR KMSV 071056Z 32009KT 10SM CLR M11/M14 A3038 RMK AO2 SLP310 T11061144 FZRANO",
"72514554746","2019-01-07T11:56:00","7","41.70139","-74.795","427.6","MONTICELLO SULLIVAN, NY US","FM-15","KMSV ","V020","320,5,N,0031,5","22000,5,9,N","016093,5,N,5","-0106,5","-0150,5","10323,5","01,0000,9,5","24,0003,9,1",,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","060,M,-0072,1","060,N,-0106,1","10298,5,09787,5","3,9,021,9,+999,9",,,,,,,,,"MET12301/07/19 06:56:02 METAR KMSV 071156Z 32006KT 10SM CLR M11/M15 A3041 RMK AO2 SLP323 70001 T11061150 11072 21106 53021 FZRANO",
"72514554746","2019-01-07T12:56:00","7","41.70139","-74.795","427.6","MONTICELLO SULLIVAN, NY US","FM-15","KMSV ","V020","310,5,N,0041,5","22000,5,9,N","016093,5,N,5","-0106,5","-0150,5","10333,5","01,0000,9,5",,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10308,5,09797,5",,,,,,,,,,"MET09901/07/19 07:56:02 METAR KMSV 071256Z 31008KT 10SM CLR M11/M15 A3044 RMK AO2 SLP333 T11061150 FZRANO",
"72514554746","2019-01-07T13:56:00","7","41.70139","-74.795","427.6","MONTICELLO SULLIVAN, NY US","FM-15","KMSV ","V020","300,5,N,0041,5","22000,5,9,N","016093,5,N,5","-0094,5","-0150,5","10342,5","01,0000,9,5",,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10318,5,09807,5",,,,,,,,,,"MET09901/07/19 08:56:02 METAR KMSV 071356Z 30008KT 10SM CLR M09/M15 A3047 RMK AO2 SLP342 T10941150 FZRANO",
"72514554746","2019-01-07T14:56:00","7","41.70139","-74.795","427.6","MONTICELLO SULLIVAN, NY US","FM-15","KMSV ","V020","300,5,N,0021,5","22000,5,9,N","016093,5,N,5","-0089,5","-0156,5","10340,5","01,0000,9,5",,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10315,5,09804,5","0,9,016,9,+999,9",,,,,,,,,"MET10501/07/19 09:56:02 METAR KMSV 071456Z 30004KT 10SM CLR M09/M16 A3046 RMK AO2 SLP340 T10891156 50016 FZRANO",
"72514554746","2019-01-07T15:56:00","7","41.70139","-74.795","427.6","MONTICELLO SULLIVAN, NY US","FM-15","KMSV ","V020","360,5,N,0021,5","22000,5,9,N","014484,5,N,5","-0072,5","-0150,5","10329,5","01,0000,2,5",,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10305,5,09794,5",,,,,,,,,,"MET11301/07/19 10:56:02 METAR KMSV 071556Z 36004KT 9SM CLR M07/M15 A3043 RMK AO2 SNB42E53 SLP329 P0000 T10721150 FZRANO",
"72514554746","2019-01-07T16:56:00","7","41.70139","-74.795","427.6","MONTICELLO SULLIVAN, NY US","FM-15","KMSV ","V020","999,9,V,0015,5","22000,5,9,N","016093,5,N,5","-0056,5","-0144,5","10312,5","01,0000,9,5",,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10291,5,09781,5",,,,,,,,,,"MET09901/07/19 11:56:02 METAR KMSV 071656Z VRB03KT 10SM CLR M06/M14 A3039 RMK AO2 SLP312 T10561144 FZRANO",
"72514554746","2019-01-07T17:56:00","7","41.70139","-74.795","427.6","MONTICELLO SULLIVAN, NY US","FM-15","KMSV ","V020","110,5,N,0015,5","22000,5,9,N","016093,5,N,5","-0039,5","-0150,5","10308,5","01,0000,9,5","06,0000,2,1",,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","060,M,-0039,1","060,N,-0106,1","10284,5,09774,5","6,9,030,9,+999,9",,,,,,,,,"MET12301/07/19 12:56:02 METAR KMSV 071756Z 11003KT 10SM CLR M04/M15 A3037 RMK AO2 SLP308 60000 T10391150 11039 21106 56030 FZRANO",
"72514554746","2019-01-07T18:56:00","7","41.70139","-74.795","427.6","MONTICELLO SULLIVAN, NY US","FM-15","KMSV ","V020","999,9,V,0015,5","22000,5,9,N","016093,5,N,5","-0033,5","-0156,5","10302,5","01,0000,9,5",,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10281,5,09771,5",,,,,,,,,,"MET09901/07/19 13:56:02 METAR KMSV 071856Z VRB03KT 10SM CLR M03/M16 A3036 RMK AO2 SLP302 T10331156 FZRANO",
"72514554746","2019-01-07T19:56:00","7","41.70139","-74.795","427.6","MONTICELLO SULLIVAN, NY US","FM-15","KMSV ","V020","130,5,N,0036,5","22000,5,9,N","016093,5,N,5","-0028,5","-0161,5","10297,5","01,0000,9,5",,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10274,5,09765,5",,,,,,,,,,"MET09901/07/19 14:56:02 METAR KMSV 071956Z 13007KT 10SM CLR M03/M16 A3034 RMK AO2 SLP297 T10281161 FZRANO",
"72514554746","2019-01-07T20:56:00","7","41.70139","-74.795","427.6","MONTICELLO SULLIVAN, NY US","FM-15","KMSV ","V020","120,5,N,0036,5","02743,5,M,N","016093,5,N,5","-0033,5","-0172,5","10296,5","01,0000,9,5",,,,,,,,,,,,,,,,,,"07,5,+02743,5,99,9",,,"3,99,1,+02743,5,9",,,"9,MSL   ,+99999,+99999","99,99,9,99,9,99,9,02743,1,99,9,99,9",,,"10271,5,09761,5","6,9,013,9,+999,9",,,,,,,,,"MET10801/07/19 15:56:02 METAR KMSV 072056Z 12007KT 10SM BKN090 M03/M17 A3033 RMK AO2 SLP296 T10331172 56013 FZRANO",
"72514554746","2019-01-07T21:56:00","7","41.70139","-74.795","427.6","MONTICELLO SULLIVAN, NY US","FM-15","KMSV ","V020","110,5,N,0021,5","22000,5,9,N","016093,5,N,5","-0039,5","-0156,5","10287,5","01,0000,9,5",,,,,,,,,,,,,,,,,,"02,5,+02743,5,99,9",,,"1,99,1,+02743,5,9",,,"9,AGL   ,+99999,+99999","02,99,5,99,9,99,9,02743,1,99,9,99,9",,,"10264,5,09755,5",,,,,,,,,,"MET10201/07/19 16:56:02 METAR KMSV 072156Z 11004KT 10SM FEW090 M04/M16 A3031 RMK AO2 SLP287 T10391156 FZRANO","D01      0ADE726"
"72514554746","2019-01-07T22:56:00","7","41.70139","-74.795","427.6","MONTICELLO SULLIVAN, NY US","FM-15","KMSV ","V020","110,5,N,0031,5","00975,5,M,N","016093,5,N,5","-0039,5","-0139,5","10284,5","01,0000,9,5",,,,,,,,,,,,,,,,,,"02,5,+00671,5,99,9","07,5,+00975,5,99,9","08,5,+01676,5,99,9","1,99,1,+00671,5,9","3,99,1,+00975,5,9","4,99,1,+01676,5,9","9,MSL   ,+99999,+99999","99,99,9,99,9,99,9,00671,1,99,9,99,9",,,"10261,5,09752,5",,,,,,,,,,"MET11601/07/19 17:56:02 METAR KMSV 072256Z 11006KT 10SM FEW022 BKN032 OVC055 M04/M14 A3030 RMK AO2 SLP284 T10391139 FZRANO",
"72514554746","2019-01-07T23:07:00","7","41.70139","-74.795","427.6","MONTICELLO SULLIVAN, NY US","FM-15","KMSV ","V020","090,5,N,0041,5","00732,5,M,N","016093,5,N,5","-0040,5","-0130,5","99999,9","01,0000,9,5",,,,,,,,,,,,,,,,,,"07,5,+00732,5,99,9","07,5,+00884,5,99,9","08,5,+01158,5,99,9","3,99,1,+00732,5,9","3,99,1,+00884,5,9","4,99,1,+01158,5,9","9,MSL   ,+99999,+99999","99,99,9,99,9,99,9,00732,1,99,9,99,9",,,"10254,5,09745,5",,,,,,,,,,"MET10601/07/19 18:07:02 METAR KMSV 072307Z 09008KT 10SM BKN024 BKN029 OVC038 M04/M13 A3028 RMK AO2 PRESFR FZRANO",
"72514554746","2019-01-07T23:29:00","7","41.70139","-74.795","427.6","MONTICELLO SULLIVAN, NY US","FM-15","KMSV ","V020","120,5,N,0031,5","01341,5,M,N","014484,5,N,5","-0040,5","-0120,5","99999,9","01,0000,9,5",,,,,,,,"1,0,03,0,0,1,5",,,"71,5",,,,,,,"02,5,+00610,5,99,9","04,5,+00762,5,99,9","07,5,+01341,5,99,9","1,99,1,+00610,5,9","2,99,1,+00762,5,9","3,99,1,+01341,5,9","9,MSL   ,+99999,+99999","99,99,9,99,9,99,9,00610,1,99,9,99,9",,,"10257,5,09748,5",,,,"71,5",,,,,,"MET11401/07/19 18:29:02 METAR KMSV 072329Z 12006KT 9SM -SN FEW020 SCT025 BKN044 M04/M12 A3029 RMK AO2 SNB09 P0000 FZRANO",
"72514554746","2019-01-07T23:56:00","7","41.70139","-74.795","427.6","MONTICELLO SULLIVAN, NY US","FM-15","KMSV ","V020","110,5,N,0041,5","01280,5,M,N","016093,5,N,5","-0039,5","-0133,5","10276,5","01,0000,2,5","06,0000,2,1",,,,,,,,,,,,,,,,,"08,5,+01280,5,99,9",,,"4,99,1,+01280,5,9",,,"9,MSL   ,+99999,+99999","99,99,9,99,9,99,9,01280,1,99,9,99,9","060,M,-0028,1","060,N,-0044,1","10251,5,09742,5","7,9,020,9,+999,9",,,,,,,,,"MET14101/07/19 18:56:02 METAR KMSV 072356Z 11008KT 10SM OVC042 M04/M13 A3027 RMK AO2 SNB09E32 SLP276 P0000 60000 T10391133 11028 21044 57020 FZRANO","Q01  00008PRCP06"
"72514554746","2019-01-08T00:56:00","7","41.70139","-74.795","427.6","MONTICELLO SULLIVAN, NY US","FM-15","KMSV ","V020","150,5,N,0041,5","01829,5,M,N","016093,5,N,5","-0044,5","-0139,5","10270,5","01,0000,9,5",,,,,,,,,,,,,,,,,,"04,5,+01280,5,99,9","07,5,+01829,5,99,9",,"2,99,1,+01280,5,9","3,99,1,+01829,5,9",,"9,MSL   ,+99999,+99999","99,99,9,99,9,99,9,01280,1,99,9,99,9",,,"10247,5,09739,5",,,,,,,,,,"MET10901/07/19 19:56:01 METAR KMSV 080056Z 15008KT 10SM SCT042 BKN060 M04/M14 A3026 RMK AO2 SLP270 T10441139 FZRANO",
"72514554746","2019-01-08T01:56:00","7","41.70139","-74.795","427.6","MONTICELLO SULLIVAN, NY US","FM-15","KMSV ","V020","120,5,N,0036,5","01829,5,M,N","016093,5,N,5","-0050,5","-0133,5","10260,5","01,0000,9,5",,,,,,,,,,,,,,,,,,"02,5,+00732,5,99,9","04,5,+01158,5,99,9","08,5,+01829,5,99,9","1,99,1,+00732,5,9","2,99,1,+01158,5,9","4,99,1,+01829,5,9","9,MSL   ,+99999,+99999","99,99,9,99,9,99,9,00732,1,99,9,99,9",,,"10237,5,09729,5",,,,,,,,,,"MET11601/07/19 20:56:01 METAR KMSV 080156Z 12007KT 10SM FEW024 SCT038 OVC060 M05/M13 A3023 RMK AO2 SLP260 T10501133 FZRANO",
"72514554746","2019-01-08T02:56:00","7","41.70139","-74.795","427.6","MONTICELLO SULLIVAN, NY US","FM-15","KMSV ","V020","130,5,N,0057,5","00914,5,M,N","016093,5,N,5","-0044,5","-0133,5","10251,5","01,0000,9,5",,,,,,,,,,,,,,,,,,"07,5,+00914,5,99,9","08,5,+01676,5,99,9",,"3,99,1,+00914,5,9","4,99,1,+01676,5,9",,"9,MSL   ,+99999,+99999","99,99,9,99,9,99,9,00914,1,99,9,99,9",,,"10227,5,09719,5","8,9,022,9,+999,9",,,,,,,,,"MET11501/07/19 21:56:02 METAR KMSV 080256Z 13011KT 10SM BKN030 OVC055 M04/M13 A3020 RMK AO2 SLP251 T10441133 58022 FZRANO",
"72514554746","2019-01-08T03:56:00","7","41.70139","-74.795","427.6","MONTICELLO SULLIVAN, NY US","FM-15","KMSV ","V020","130,5,N,0041,5","01524,5,M,N","016093,5,N,5","-0044,5","-0128,5","10242,5","01,0000,9,5",,,,,,,,,,,,,,,,,,"07,5,+01524,5,99,9",,,"3,99,1,+01524,5,9",,,"9,MSL   ,+99999,+99999","99,99,9,99,9,99,9,01524,1,99,9,99,9",,,"10220,5,09713,5",,,,,,,,,,"MET10201/07/19 22:56:02 METAR KMSV 080356Z 13008KT 10SM BKN050 M04/M13 A3018 RMK AO2 SLP242 T10441128 FZRANO",
"72514554746","2019-01-08T04:56:00","7","41.70139","-74.795","427.6","MONTICELLO SULLIVAN, NY US","FM-15","KMSV ","V020","150,5,N,0036,5","01524,5,M,N","016093,5,N,5","-0044,5","-0122,5","10245,5","01,0000,9,5",,,,,,,,,,,,,,,,,,"08,5,+01524,5,99,9",,,"4,99,1,+01524,5,9",,,"9,MSL   ,+99999,+99999","99,99,9,99,9,99,9,01524,1,99,9,99,9","240,M,-0028,1","240,N,-0106,1","10224,5,09716,5",,,,,,,,,,"MET11201/07/19 23:56:02 METAR KMSV 080456Z 15007KT 10SM OVC050 M04/M12 A3019 RMK AO2 SLP245 T10441122 410281106 FZRANO",
"72514554746","2019-01-08T04:59:00","6","41.70139","-74.795","427.6","MONTICELLO SULLIVAN, NY US","SOD  ","KMSV ","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9","24,0000,2,5",,,"AU,18,SN  ,5",,,,,,,,,,,,,,,,,,,,,,,"240,M,-0027,5","240,N,-0105,5",,,"09761,4,10234,4",,,,,"1,24,00939,290,0111,5","2,24,00715,320,0047,5","3,24,00331,999,9999,5","SOD73424 HR PRECIPITATION (IN):T     24 HR MAX TEMP (F):27 24 HR MAX TEMP TIME (LST):1520 24 HR MIN TEMP (F):13 24 HR MIN TEMP TIME (LST):0756 AVERAGE STATION PRESSURE(D):28.825 MINIMUM SEA LEVEL PRESSURE:30.22 TIME OF OCCURRENCE:2319 PEAK WIND SPEED (MPH):21  PEAK WIND DIR (DEG):290 PEAK WIND TIME (LST):0111  FASTEST 2MIN SPEED (MPH):16 FASTEST 2MIN DIR (DEG):320 FASTEST 2MIN TIME (LST):0047 AVERAGE WIND SPEED (MPH): 7.4 24 HR AVG TEMP (F):20 HEATING DEGREE DAYS: 45 COOLING DEGREE DAYS:  0 LATEST DAY MAX TEMP (0700-1900 LST): 27 LATEST NIGHT MIN TEMP(1900-0800 LST):13 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00T     0.00 0.00 0.00 0.00 0.00 0.00 0.00T     0.00 0.00 0.00 0.00 0.00",
"72514554746","2019-01-08T05:56:00","7","41.70139","-74.795","427.6","MONTICELLO SULLIVAN, NY US","FM-15","KMSV ","V020","140,5,N,0051,5","01463,5,M,N","016093,5,N,5","-0044,5","-0117,5","10236,5","01,0000,9,5",,,,,,,,,,,,,,,,,,"07,5,+01463,5,99,9","08,5,+01829,5,99,9",,"3,99,1,+01463,5,9","4,99,1,+01829,5,9",,"9,MSL   ,+99999,+99999","99,99,9,99,9,99,9,01463,1,99,9,99,9","060,M,-0039,1","060,N,-0050,1","10217,5,09709,5","6,9,012,9,+999,9",,,,,,,,,"MET12701/08/19 00:56:02 METAR KMSV 080556Z 14010KT 10SM BKN048 OVC060 M04/M12 A3017 RMK AO2 SLP236 T10441117 11039 21050 56012 FZRANO",
"72514554746","2019-01-08T06:34:00","7","41.70139","-74.795","427.6","MONTICELLO SULLIVAN, NY US","FM-15","KMSV ","V020","140,5,N,0057,5","00792,5,M,N","011265,5,N,5","-0050,5","-0090,5","99999,9","01,0000,2,5",,,,,,,,"1,0,03,0,0,1,5",,,"71,5",,,,,,,"07,5,+00792,5,99,9","08,5,+00975,5,99,9",,"3,99,1,+00792,5,9","4,99,1,+00975,5,9",,"9,MSL   ,+99999,+99999","99,99,9,99,9,99,9,00792,1,99,9,99,9",,,"10207,5,09700,5",,,,"71,5",,,,,,"MET10701/08/19 01:34:02 METAR KMSV 080634Z 14011KT 7SM -SN BKN026 OVC032 M05/M09 A3014 RMK AO2 SNB01 P0000 FZRANO",
"72514554746","2019-01-08T06:56:00","7","41.70139","-74.795","427.6","MONTICELLO SULLIVAN, NY US","FM-15","KMSV ","V020","120,5,N,0046,5","00701,5,M,N","014484,5,N,5","-0056,5","-0078,5","10224,5","01,0000,2,5",,,,,,,,"1,0,03,0,0,1,5",,,"71,5",,,,,,,"02,5,+00427,5,99,9","07,5,+00701,5,99,9","08,5,+00975,5,99,9","1,99,1,+00427,5,9","3,99,1,+00701,5,9","4,99,1,+00975,5,9","9,MSL   ,+99999,+99999","99,99,9,99,9,99,9,00427,1,99,9,99,9",,,"10203,5,09696,5",,,,"71,5",,,,,,"MET13101/08/19 01:56:02 METAR KMSV 080656Z 12009KT 9SM -SN FEW014 BKN023 OVC032 M06/M08 A3013 RMK AO2 SNB01 SLP224 P0000 T10561078 FZRANO",
"72514554746","2019-01-08T07:56:00","7","41.70139","-74.795","427.6","MONTICELLO SULLIVAN, NY US","FM-15","KMSV ","V020","110,5,N,0036,5","00518,5,M,N","016093,5,N,5","-0050,5","-0072,5","10221,5","01,0003,9,5",,,,,,,,,,,,,,,,,,"08,5,+00518,5,99,9",,,"4,99,1,+00518,5,9",,,"9,MSL   ,+99999,+99999","99,99,9,99,9,99,9,00518,1,99,9,99,9",,,"10200,5,09693,5",,,,,,,,,,"MET11401/08/19 02:56:02 METAR KMSV 080756Z 11007KT 10SM OVC017 M05/M07 A3012 RMK AO2 SNE42 SLP221 P0001 T10501072 FZRANO",
"72514554746","2019-01-08T08:22:00","7","41.70139","-74.795","427.6","MONTICELLO SULLIVAN, NY US","FM-15","KMSV ","V020","090,5,N,0026,5","00396,5,M,N","014484,5,N,5","-0050,5","-0070,5","99999,9","01,0003,9,5",,,,,,,,"2,0,09,0,0,1,5",,,"40,1","41,5",,,,,,"08,5,+00396,5,99,9",,,"4,99,1,+00396,5,9",,,"9,MSL   ,+99999,+99999","99,99,9,99,9,99,9,00396,1,99,9,99,9",,,"10196,5,09690,5",,,,,,,,,,"MET10901/08/19 03:22:02 METAR KMSV 080822Z 09005KT 9SM UP OVC013 M05/M07 A3011 RMK AO2 UPB19SNB0758E19 P0000 FZRANO",
"72514554746","2019-01-08T08:56:00","7","41.70139","-74.795","427.6","MONTICELLO SULLIVAN, NY US","FM-15","KMSV ","V020","070,5,N,0021,5","00396,5,M,N","016093,5,N,5","-0050,5","-0072,5","10216,5","01,0000,2,5","03,0003,9,1",,,,,,,,,,,,,,,,,"08,5,+00396,5,99,9",,,"4,99,1,+00396,5,9",,,"9,MSL   ,+99999,+99999","99,99,9,99,9,99,9,00396,1,99,9,99,9",,,"10196,5,09690,5","6,9,019,9,+999,9",,,,,,,,,"MET13901/08/19 03:56:02 METAR KMSV 080856Z 07004KT 10SM OVC013 M05/M07 A3011 RMK AO2 UPB19E43SNB0758E19 SLP216 P0000 60001 T10501072 56019 FZRANO","Q01  00028PRCP03"
"72514554746","2019-01-08T09:44:00","7","41.70139","-74.795","427.6","MONTICELLO SULLIVAN, NY US","FM-15","KMSV ","V020","090,5,N,0026,5","00274,5,M,N","014484,5,N,5","-0060,5","-0070,5","99999,9","01,0000,2,5",,,,,,,,,,,,,,,,,,"08,5,+00274,5,99,9",,,"4,99,1,+00274,5,9",,,"9,MSL   ,+99999,+99999","99,99,9,99,9,99,9,00274,1,99,9,99,9",,,"10186,5,09680,5",,,,,,,,,,"MET10701/08/19 04:44:02 METAR KMSV 080944Z 09005KT 9SM OVC009 M06/M07 A3008 RMK AO2 UPB40E43SNB28E40 P0000 FZRANO",
"72514554746","2019-01-08T09:56:00","7","41.70139","-74.795","427.6","MONTICELLO SULLIVAN, NY US","FM-15","KMSV ","V020","060,5,N,0026,5","00274,5,M,N","016093,5,N,5","-0056,5","-0072,5","10208,5","01,0000,2,5",,,,,,,,,,,,,,,,,,"08,5,+00274,5,99,9",,,"4,99,1,+00274,5,9",,,"9,MSL   ,+99999,+99999","99,99,9,99,9,99,9,00274,1,99,9,99,9",,,"10190,5,09683,5",,,,,,,,,,"MET12501/08/19 04:56:02 METAR KMSV 080956Z 06005KT 10SM OVC009 M06/M07 A3009 RMK AO2 UPB40E43SNB28E40 SLP208 P0000 T10561072 FZRANO",
"72514554746","2019-01-08T10:56:00","7","41.70139","-74.795","427.6","MONTICELLO SULLIVAN, NY US","FM-15","KMSV ","V020","080,5,N,0026,5","00213,5,M,N","016093,5,N,5","-0050,5","-0067,5","10201,5","01,0000,9,5",,,,,,,,,,,,,,,,,,"08,5,+00213,5,99,9",,,"4,99,1,+00213,5,9",,,"9,MSL   ,+99999,+99999","99,99,9,99,9,99,9,00213,1,99,9,99,9",,,"10179,5,09674,5",,,,,,,,,,"MET10201/08/19 05:56:02 METAR KMSV 081056Z 08005KT 10SM OVC007 M05/M07 A3006 RMK AO2 SLP201 T10501067 FZRANO",
"72514554746","2019-01-08T11:19:00","7","41.70139","-74.795","427.6","MONTICELLO SULLIVAN, NY US","FM-15","KMSV ","V020","100,5,N,0031,5","00152,5,M,N","016093,5,N,5","-0050,5","-0060,5","99999,9","01,0000,9,5",,,,,,,,,,,,,,,,,,"08,5,+00152,5,99,9",,,"4,99,1,+00152,5,9",,,"9,MSL   ,+99999,+99999","99,99,9,99,9,99,9,00152,1,99,9,99,9",,,"10176,5,09670,5",,,,,,,,,,"MET08501/08/19 06:19:02 METAR KMSV 081119Z 10006KT 10SM OVC005 M05/M06 A3005 RMK AO2 FZRANO",
